text,label,need_amb,source,is_synthetic
rescue not breathing after diver,drowning,1.0,(Synthetic),1.0
diver not after,drowning,1.0,(Synthetic),1.0
diver breathing after rescue,drowning,1.0,(Synthetic),1.0
diver not breathing after rescue,drowning,1.0,(Synthetic),1.0
diver not breathing afterward after rescue,drowning,1.0,(Synthetic),1.0
fell from roof subdivision deformed,fractures,1.0,(Synthetic),1.0
fell from cap arm deformed,fractures,1.0,(Synthetic),1.0
fell from roof cap arm deformed,fractures,1.0,(Synthetic),1.0
fell from roof deformed arm,fractures,1.0,(Synthetic),1.0
roof from fell arm deformed,fractures,1.0,(Synthetic),1.0
fell from roof build up arm deformed,fractures,1.0,(Synthetic),1.0
fell from roof arm deformed,fractures,1.0,(Synthetic),1.0
fell from arm,fractures,1.0,(Synthetic),1.0
steam burn while first degree redness on arm,burns,0.0,(Synthetic),1.0
steam burn while level cooking first degree redness on arm,burns,0.0,(Synthetic),1.0
burn steam while cooking first degree redness on arm,burns,0.0,(Synthetic),1.0
steam burn while ready first degree redness on arm,burns,0.0,(Synthetic),1.0
steam burn while steam clean cooking first degree redness on arm,burns,0.0,(Synthetic),1.0
steam burn while prepare first degree redness on arm,burns,0.0,(Synthetic),1.0
while burn steam cooking first degree redness on arm,burns,0.0,(Synthetic),1.0
steam burn cooking first degree redness on arm,burns,0.0,(Synthetic),1.0
steam burn while cooking first degree redness on arm,burns,0.0,(Synthetic),1.0
steam burn while on first degree redness cooking arm,burns,0.0,(Synthetic),1.0
on man choking elderly dentures blue lips weak pulse,choking,1.0,(Synthetic),1.0
elderly man choking dentures blue lips weak pulse,choking,1.0,(Synthetic),1.0
older man choking on dentures blue lips weak pulse,choking,1.0,(Synthetic),1.0
choking on blue lips weak pulse,choking,1.0,(Synthetic),1.0
elderly man choking on dentures blue lips dental plate weak pulse,choking,1.0,(Synthetic),1.0
elderly man choking on dentures profane lips weak pulse,choking,1.0,(Synthetic),1.0
older elderly man choking on dentures blue lips weak pulse,choking,1.0,(Synthetic),1.0
elderly man choking on plate blue lips weak pulse,choking,1.0,(Synthetic),1.0
elderly man pulse on dentures blue lips weak choking,choking,1.0,(Synthetic),1.0
elderly choking dentures blue lips weak pulse,choking,1.0,(Synthetic),1.0
elderly man choking on dentures blue lips weak pulse,choking,1.0,(Synthetic),1.0
infant not breathing breaths choking incident mother performing rescue after,cpr,1.0,https://www.redcross.org,0.0
infant not breathing after incident mother performing rescue breaths,cpr,1.0,https://www.redcross.org,0.0
infant not breathing after choking incident afterward mother performing rescue breaths,cpr,1.0,https://www.redcross.org,0.0
babe not breathing after choking incident mother performing rescue breaths,cpr,1.0,https://www.redcross.org,0.0
infant not breathing after choking incident mother performing saving breaths,cpr,1.0,https://www.redcross.org,0.0
infant not breathing incidental after choking incident mother performing rescue breaths,cpr,1.0,https://www.redcross.org,0.0
infant not breathing after performing incident mother choking rescue breaths,cpr,1.0,https://www.redcross.org,0.0
infant not breathing after choking incident engender performing rescue breaths,cpr,1.0,https://www.redcross.org,0.0
infant not breathing after choking incident mother performing breaths,cpr,1.0,https://www.redcross.org,0.0
infant rescue breathing after choking incident mother performing not breaths,cpr,1.0,https://www.redcross.org,0.0
infant not breathing after choking incident mother performing rescue breaths,cpr,1.0,https://www.redcross.org,0.0
child splashed degree hot tea first with redness,burns,0.0,(Synthetic),1.0
child splashed with hot tea degree redness,burns,0.0,(Synthetic),1.0
first splashed with hot tea child degree redness,burns,0.0,(Synthetic),1.0
child splashed with hot tea first degree inflammation,burns,0.0,(Synthetic),1.0
splashed with hot tea first degree redness,burns,0.0,(Synthetic),1.0
child splashed with hot tea first degree redness,burns,0.0,(Synthetic),1.0
child splashed with hot tea first degree teatime redness,burns,0.0,(Synthetic),1.0
child splashed first hot tea with degree redness,burns,0.0,(Synthetic),1.0
child splashed with hot tea live first degree redness,burns,0.0,(Synthetic),1.0
small fry splashed with hot tea first degree redness,burns,0.0,(Synthetic),1.0
scraped arm on rough wall skin torn,wounds,0,(Synthetic),1
scraped arm on rough wall torn,wounds,0,(Synthetic),1
scraped arm on rough build up wall skin torn,wounds,0,(Synthetic),1
scraped arm on rough wall paries skin torn,wounds,0,(Synthetic),1
scraped arm skin rough wall on torn,wounds,0,(Synthetic),1
scraped arm on unsmooth wall skin torn,wounds,0,(Synthetic),1
scraped along arm on rough wall skin torn,wounds,0,(Synthetic),1
scraped arm on rough skin wall torn,wounds,0,(Synthetic),1
scraped rough on arm wall skin torn,wounds,0,(Synthetic),1
electric shock minor faulty appliance from burn on palm,electric_shock,0.0,(Synthetic),1.0
electric shock faulty from appliance minor burn on palm,electric_shock,0.0,(Synthetic),1.0
electric shock from faulty appliance electric automobile minor burn on palm,electric_shock,0.0,(Synthetic),1.0
electric shock from faulty appliance minor burn on palm,electric_shock,0.0,(Synthetic),1.0
electric shock from appliance burn on palm,electric_shock,0.0,(Synthetic),1.0
electric shock from faulty appliance burn on palm,electric_shock,0.0,(Synthetic),1.0
electric shock from faulty appliance minor burn on along palm,electric_shock,0.0,(Synthetic),1.0
electric shock from faulty convenience minor burn on palm,electric_shock,0.0,(Synthetic),1.0
electric shock ribbon from faulty appliance minor burn on palm,electric_shock,0.0,(Synthetic),1.0
normal,bee_sting,0.0,https://www.cdc.gov,0.0
normal sting bee,bee_sting,0.0,https://www.cdc.gov,0.0
bee sting convention,bee_sting,0.0,https://www.cdc.gov,0.0
bee sting con normal,bee_sting,0.0,https://www.cdc.gov,0.0
sting bee normal,bee_sting,0.0,https://www.cdc.gov,0.0
bee normal sting,bee_sting,0.0,https://www.cdc.gov,0.0
con bee sting normal,bee_sting,0.0,https://www.cdc.gov,0.0
bee hustle normal,bee_sting,0.0,https://www.cdc.gov,0.0
bee sting normal,bee_sting,0.0,https://www.cdc.gov,0.0
crushed fractures in machinery multiple hand,fractures,1.0,(Synthetic),1.0
crushed hand in machinery multiple geological fault,fractures,1.0,(Synthetic),1.0
crushed hand in machinery multiple break,fractures,1.0,(Synthetic),1.0
crushed hand in machinery multiple fractures,fractures,1.0,(Synthetic),1.0
in hand crushed machinery multiple fractures,fractures,1.0,(Synthetic),1.0
crushed hand in machinery multiple fracture,fractures,1.0,(Synthetic),1.0
hand crushed in machinery multiple fractures,fractures,1.0,(Synthetic),1.0
crushed squeeze hand in machinery multiple fractures,fractures,1.0,(Synthetic),1.0
crushed in machinery multiple fractures,fractures,1.0,(Synthetic),1.0
crushed hand in hired hand machinery multiple fractures,fractures,1.0,(Synthetic),1.0
scorpion sting mild pain,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting scorpio mild pain,scorpion_sting,0.0,(Synthetic),1.0
scorpion mild sting pain,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting balmy pain,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting mild con pain,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting con mild pain,scorpion_sting,0.0,(Synthetic),1.0
scorpion pain mild sting,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting mild hurt,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting pain mild,scorpion_sting,0.0,(Synthetic),1.0
fainted briefly hook after blood draw now normal,fainting,0.0,https://www.who.int,0.0
fainted normal after blood draw now briefly,fainting,0.0,https://www.who.int,0.0
fainted briefly after blood now draw normal,fainting,0.0,https://www.who.int,0.0
fainted afterward briefly after blood draw now normal,fainting,0.0,https://www.who.int,0.0
fainted briefly after blood draw now normal,fainting,0.0,https://www.who.int,0.0
fainted briefly after blood draw now,fainting,0.0,https://www.who.int,0.0
fainted briefly after blood now normal,fainting,0.0,https://www.who.int,0.0
fainted briefly after blood draw now rule,fainting,0.0,https://www.who.int,0.0
conk briefly after blood draw now normal,fainting,0.0,https://www.who.int,0.0
wrist sprained possible,fractures,0.0,https://www.nhs.uk,0.0
possible sprained wrist,fractures,0.0,https://www.nhs.uk,0.0
possible wrist sprained,fractures,0.0,https://www.nhs.uk,0.0
possible wrist,fractures,0.0,https://www.nhs.uk,0.0
possible potential sprained wrist,fractures,0.0,https://www.nhs.uk,0.0
possible sprained articulatio radiocarpea wrist,fractures,0.0,https://www.nhs.uk,0.0
possible sprained radiocarpal joint,fractures,0.0,https://www.nhs.uk,0.0
possible twist wrist,fractures,0.0,https://www.nhs.uk,0.0
black paralysis bite mamba starting in legs,snake_bite,1.0,(Synthetic),1.0
black mamba bite paralysis starting in go legs,snake_bite,1.0,(Synthetic),1.0
black mamba bite paralysis starting legs in,snake_bite,1.0,(Synthetic),1.0
black mamba inch bite paralysis starting in legs,snake_bite,1.0,(Synthetic),1.0
black mamba bite starting in legs,snake_bite,1.0,(Synthetic),1.0
black mamba insect bite paralysis starting in legs,snake_bite,1.0,(Synthetic),1.0
calamitous mamba bite paralysis starting in legs,snake_bite,1.0,(Synthetic),1.0
black starting bite paralysis mamba in legs,snake_bite,1.0,(Synthetic),1.0
black mamba bite starting legs,snake_bite,1.0,(Synthetic),1.0
black mamba bite paralysis depart in legs,snake_bite,1.0,(Synthetic),1.0
black mamba bite paralysis starting in legs,snake_bite,1.0,(Synthetic),1.0
deep laceration from sew broken glass stitches needed,wounds,1.0,(Synthetic),1.0
deep laceration from broken glass stitches needed,wounds,1.0,(Synthetic),1.0
deep laceration broken glass stitches needed,wounds,1.0,(Synthetic),1.0
deep laceration from broken postulate glass stitches needed,wounds,1.0,(Synthetic),1.0
trench laceration from broken glass stitches needed,wounds,1.0,(Synthetic),1.0
deep laceration from glass broken stitches needed,wounds,1.0,(Synthetic),1.0
late laceration from broken glass stitches needed,wounds,1.0,(Synthetic),1.0
deep laceration glassful from broken glass stitches needed,wounds,1.0,(Synthetic),1.0
deep stitches from broken glass laceration needed,wounds,1.0,(Synthetic),1.0
deep laceration from broken stitches needed,wounds,1.0,(Synthetic),1.0
bat found bedroom small bite on childs toe,rabies,1.0,https://www.batcon.org,0.0
bat found bedroom in small bite on childs toe,rabies,1.0,https://www.batcon.org,0.0
bat found in bedchamber small bite on childs toe,rabies,1.0,https://www.batcon.org,0.0
bat found toenail in bedroom small bite on childs toe,rabies,1.0,https://www.batcon.org,0.0
found in bedroom small bite on childs toe,rabies,1.0,https://www.batcon.org,0.0
bat in found bedroom small bite on childs toe,rabies,1.0,https://www.batcon.org,0.0
collation bat found in bedroom small bite on childs toe,rabies,1.0,https://www.batcon.org,0.0
bat found sleeping accommodation in bedroom small bite on childs toe,rabies,1.0,https://www.batcon.org,0.0
bat found in sleeping room small bite on childs toe,rabies,1.0,https://www.batcon.org,0.0
toe found in bedroom small bite on childs bat,rabies,1.0,https://www.batcon.org,0.0
bat found in bedroom small bite on childs toe,rabies,1.0,https://www.batcon.org,0.0
man pulled out unconscious river,drowning,1,(Synthetic),1
prohibited man pulled out unconscious from river,drowning,1,(Synthetic),1
man tear pulled out unconscious from river,drowning,1,(Synthetic),1
pulled man out unconscious from river,drowning,1,(Synthetic),1
man from out unconscious pulled river,drowning,1,(Synthetic),1
humans pulled out unconscious from river,drowning,1,(Synthetic),1
man force out unconscious from river,drowning,1,(Synthetic),1
humanity pulled out unconscious from river,drowning,1,(Synthetic),1
man pulled out unconscious from river,drowning,1,(Synthetic),1
dog bite from unknown ramble stray animal,rabies,1.0,(Synthetic),1.0
dog bite stray unknown from animal,rabies,1.0,(Synthetic),1.0
dog bite from unknown cast animal,rabies,1.0,(Synthetic),1.0
dog unknown quantity bite from unknown stray animal,rabies,1.0,(Synthetic),1.0
dog bite unknown from stray animal,rabies,1.0,(Synthetic),1.0
dog bite from unknown drift animal,rabies,1.0,(Synthetic),1.0
dog bite from stray animal,rabies,1.0,(Synthetic),1.0
dog bite from unknown stray animal,rabies,1.0,(Synthetic),1.0
dog ramble bite from unknown stray animal,rabies,1.0,(Synthetic),1.0
bit hiding in backpack snake neck,snake_bite,1,(Synthetic),1
snake hiding in backpack bit neck,snake_bite,1,(Synthetic),1
morsel snake hiding in backpack bit neck,snake_bite,1,(Synthetic),1
snake hiding in backpack scrap neck,snake_bite,1,(Synthetic),1
snake in backpack bit neck,snake_bite,1,(Synthetic),1
hiding snake in backpack bit neck,snake_bite,1,(Synthetic),1
snake hiding in back pack bit neck,snake_bite,1,(Synthetic),1
snake concealing in backpack bit neck,snake_bite,1,(Synthetic),1
snake river snake hiding in backpack bit neck,snake_bite,1,(Synthetic),1
construction worker fell from scaffolding unconscious mind with irregular breathing,cpr,1.0,(Synthetic),1.0
construction worker fell from unconscious irregular breathing,cpr,1.0,(Synthetic),1.0
construction worker doer fell from scaffolding unconscious with irregular breathing,cpr,1.0,(Synthetic),1.0
construction worker fell from scaffolding with irregular breathing,cpr,1.0,(Synthetic),1.0
construction worker fell irregular scaffolding unconscious with from breathing,cpr,1.0,(Synthetic),1.0
construction worker fell from scaffolding expression unconscious with irregular breathing,cpr,1.0,(Synthetic),1.0
construction worker from fell scaffolding unconscious with irregular breathing,cpr,1.0,(Synthetic),1.0
construction worker fell from scaffolding unconscious with irregular eupneic,cpr,1.0,(Synthetic),1.0
construction worker fell from scaffolding unconscious unconscious mind with irregular breathing,cpr,1.0,(Synthetic),1.0
construction worker fell from unconscious with irregular breathing,cpr,1.0,(Synthetic),1.0
construction worker fell from scaffolding unconscious with irregular breathing,cpr,1.0,(Synthetic),1.0
scorpion sting while in working basement,scorpion_sting,1,(Synthetic),1
scorpion sting while working in basement,scorpion_sting,1,(Synthetic),1
scorpion sting while working basement in,scorpion_sting,1,(Synthetic),1
scorpion cellar sting while working in basement,scorpion_sting,1,(Synthetic),1
scorpion sting while working in inch basement,scorpion_sting,1,(Synthetic),1
scorpio sting while working in basement,scorpion_sting,1,(Synthetic),1
scorpion sting in working while basement,scorpion_sting,1,(Synthetic),1
desert hiker stung by scorpion muscle,scorpion_sting,1.0,https://www.azdhs.gov,0.0
forsake hiker stung by bark scorpion muscle twitching,scorpion_sting,1.0,https://www.azdhs.gov,0.0
desert hiker stung by bark scorpion muscle,scorpion_sting,1.0,https://www.azdhs.gov,0.0
desert hiker stung by scorpion bark muscle twitching,scorpion_sting,1.0,https://www.azdhs.gov,0.0
desert hiker stung defect by bark scorpion muscle twitching,scorpion_sting,1.0,https://www.azdhs.gov,0.0
desert hiker stung by defect bark scorpion muscle twitching,scorpion_sting,1.0,https://www.azdhs.gov,0.0
desert hiker by stung bark scorpion muscle twitching,scorpion_sting,1.0,https://www.azdhs.gov,0.0
desert hiker stung nettled by bark scorpion muscle twitching,scorpion_sting,1.0,https://www.azdhs.gov,0.0
desert hiker stung by bark scorpio the scorpion muscle twitching,scorpion_sting,1.0,https://www.azdhs.gov,0.0
desert hiker stung by bark scorpion sinew twitching,scorpion_sting,1.0,https://www.azdhs.gov,0.0
desert hiker stung by bark scorpion muscle twitching,scorpion_sting,1.0,https://www.azdhs.gov,0.0
elderly man passed awake in synagogue out but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly man overstep out in synagogue awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly man passed out awake synagogue in but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly man passed out alive in synagogue awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly passed out in awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
man passed out in synagogue awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
synagogue man passed out in elderly awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly lost man passed out in synagogue awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly man passed out in synagogue awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly man passed out in synagogue tabernacle awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
sunburn violent skin no blisters,burns,0.0,https://www.redcross.org,0.0
tan red skin no blisters,burns,0.0,https://www.redcross.org,0.0
sunburn tan red skin no blisters,burns,0.0,https://www.redcross.org,0.0
sunburn redness skin no blisters,burns,0.0,https://www.redcross.org,0.0
vesicate sunburn red skin no blisters,burns,0.0,https://www.redcross.org,0.0
sunburn no skin red blisters,burns,0.0,https://www.redcross.org,0.0
sunburn blood red red skin no blisters,burns,0.0,https://www.redcross.org,0.0
sunburn red skin no blisters,burns,0.0,https://www.redcross.org,0.0
open wound from bite by unvaccinated dog,rabies,1,(Synthetic),1
open wound spread out from bite by unvaccinated farm dog,rabies,1,(Synthetic),1
open aside wound from bite by unvaccinated farm dog,rabies,1,(Synthetic),1
open wound from bite by unvaccinated farm dog,rabies,1,(Synthetic),1
open wound from seize with teeth by unvaccinated farm dog,rabies,1,(Synthetic),1
open wound by bite from unvaccinated farm dog,rabies,1,(Synthetic),1
open wound from bite by unvaccinated raise dog,rabies,1,(Synthetic),1
open wound from bite by unvaccinated grow dog,rabies,1,(Synthetic),1
wound open from bite by unvaccinated farm dog,rabies,1,(Synthetic),1
open collation wound from bite by unvaccinated farm dog,rabies,1,(Synthetic),1
guinea pig scratch superficial,rabies,0.0,(Synthetic),1.0
guinea sus scrofa scratch superficial,rabies,0.0,(Synthetic),1.0
guinea dent pig scratch superficial,rabies,0.0,(Synthetic),1.0
guinea scratch pig superficial,rabies,0.0,(Synthetic),1.0
guinea pig scratch trivial,rabies,0.0,(Synthetic),1.0
guinea pig scratch trivial superficial,rabies,0.0,(Synthetic),1.0
guinea pig excise superficial,rabies,0.0,(Synthetic),1.0
driver after unresponsive in car found accident bystander doing cpr,cpr,1.0,(Synthetic),1.0
driver found unresponsive in car after accident bystander doing cpr,cpr,1.0,(Synthetic),1.0
driver found unresponsive in car after stroke bystander doing cpr,cpr,1.0,(Synthetic),1.0
driver come up unresponsive in car after accident bystander doing cpr,cpr,1.0,(Synthetic),1.0
driver found unresponsive in car after accident bystander doing cardiopulmonary resuscitation,cpr,1.0,(Synthetic),1.0
driver found unresponsive in car manage after accident bystander doing cpr,cpr,1.0,(Synthetic),1.0
driver found unresponsive in car bystander accident after doing cpr,cpr,1.0,(Synthetic),1.0
driver found unresponsive in car after cardiac resuscitation accident bystander doing cpr,cpr,1.0,(Synthetic),1.0
stroke driver found unresponsive in car after accident bystander doing cpr,cpr,1.0,(Synthetic),1.0
bite dog stray in rabies endemic area,rabies,1.0,(Synthetic),1.0
stray bite in rabies endemic area,rabies,1.0,(Synthetic),1.0
stray dog bite area rabies endemic in,rabies,1.0,(Synthetic),1.0
stray dog bite in rabies orbit endemic area,rabies,1.0,(Synthetic),1.0
stray dog bite in endemic area,rabies,1.0,(Synthetic),1.0
stray dog bite in lyssa rabies endemic area,rabies,1.0,(Synthetic),1.0
stray dog chomp in rabies endemic area,rabies,1.0,(Synthetic),1.0
stray dog bite rabies endemic area,rabies,1.0,(Synthetic),1.0
stray pawl bite in rabies endemic area,rabies,1.0,(Synthetic),1.0
stray dog bite in rabies endemic disease area,rabies,1.0,(Synthetic),1.0
stray dog bite in rabies endemic area,rabies,1.0,(Synthetic),1.0
garter supporter snake in yard no contact,snake_bite,0.0,(Synthetic),1.0
garter snake in g no contact,snake_bite,0.0,(Synthetic),1.0
garter snake in grand no contact,snake_bite,0.0,(Synthetic),1.0
supporter snake in yard no contact,snake_bite,0.0,(Synthetic),1.0
yard snake in garter no contact,snake_bite,0.0,(Synthetic),1.0
garter snake in yard no contact,snake_bite,0.0,(Synthetic),1.0
garter yard in snake no contact,snake_bite,0.0,(Synthetic),1.0
snake in yard contact,snake_bite,0.0,(Synthetic),1.0
possible sprained potential wrist swelling,fractures,0.0,https://www.nhs.uk,0.0
possible sprained swelling wrist,fractures,0.0,https://www.nhs.uk,0.0
possible sprained wrist swelling,fractures,0.0,https://www.nhs.uk,0.0
possible wrist sprained swelling,fractures,0.0,https://www.nhs.uk,0.0
possible sprained wrist articulatio radiocarpea swelling,fractures,0.0,https://www.nhs.uk,0.0
potential sprained wrist swelling,fractures,0.0,https://www.nhs.uk,0.0
possible wrench wrist swelling,fractures,0.0,https://www.nhs.uk,0.0
possible sprained carpus swelling,fractures,0.0,https://www.nhs.uk,0.0
child pulled from pool coughing up water,drowning,0.0,(Synthetic),1.0
child pulled from pool coughing water up,drowning,0.0,(Synthetic),1.0
child pulled from pool water up coughing,drowning,0.0,(Synthetic),1.0
piss child pulled from pool coughing up water,drowning,0.0,(Synthetic),1.0
child pulled from cough pool coughing up water,drowning,0.0,(Synthetic),1.0
child take out from pool coughing up water,drowning,0.0,(Synthetic),1.0
child pulled from coughing up water,drowning,0.0,(Synthetic),1.0
child perpetrate from pool coughing up water,drowning,0.0,(Synthetic),1.0
child pulled from pool coughing up cough water,drowning,0.0,(Synthetic),1.0
sharp pain in the neck and two marks after bite while camping,snake_bite,1,(Synthetic),1
sharp pain and two marks while bite after camping,snake_bite,1,(Synthetic),1
crisp pain and two marks after bite while camping,snake_bite,1,(Synthetic),1
sharp pain and two marks after bite camping while,snake_bite,1,(Synthetic),1
sharp pain and two marks after piece bite while camping,snake_bite,1,(Synthetic),1
sharp pain and two after bite camping,snake_bite,1,(Synthetic),1
abrupt pain and two marks after bite while camping,snake_bite,1,(Synthetic),1
marker sharp pain and two marks after bite while camping,snake_bite,1,(Synthetic),1
sharp pain while two marks after bite and camping,snake_bite,1,(Synthetic),1
sharp pain and two marks after while camping,snake_bite,1,(Synthetic),1
sharp pain and two marks after bite while camping,snake_bite,1,(Synthetic),1
child went under inch in backyard pool,drowning,1,(Synthetic),1
child travel under in backyard pool,drowning,1,(Synthetic),1
under went child in backyard pool,drowning,1,(Synthetic),1
small fry went under in backyard pool,drowning,1,(Synthetic),1
child go went under in backyard pool,drowning,1,(Synthetic),1
child went in pool,drowning,1,(Synthetic),1
child under went in backyard pool,drowning,1,(Synthetic),1
child pool under in backyard went,drowning,1,(Synthetic),1
kid went under in backyard pool,drowning,1,(Synthetic),1
child went under in backyard pool,drowning,1,(Synthetic),1
sting no allergic reaction,bee_sting,0.0,(Synthetic),1.0
bee response sting no allergic reaction,bee_sting,0.0,(Synthetic),1.0
bee sting no hypersensitized reaction,bee_sting,0.0,(Synthetic),1.0
bee reaction no allergic sting,bee_sting,0.0,(Synthetic),1.0
bee con sting no allergic reaction,bee_sting,0.0,(Synthetic),1.0
bee prick no allergic reaction,bee_sting,0.0,(Synthetic),1.0
bee no sting allergic reaction,bee_sting,0.0,(Synthetic),1.0
no sting bee allergic reaction,bee_sting,0.0,(Synthetic),1.0
bee no allergic reaction,bee_sting,0.0,(Synthetic),1.0
bee sting no allergic reaction,bee_sting,0.0,(Synthetic),1.0
scorpion sting on intense foot pain and swelling,scorpion_sting,1,(Synthetic),1
scorpion sting on foot intense and pain swelling,scorpion_sting,1,(Synthetic),1
scorpion sting on foot pain and swelling,scorpion_sting,1,(Synthetic),1
scorpion sting on foot con intense pain and swelling,scorpion_sting,1,(Synthetic),1
scorpion sting on foot intense pain hoof and swelling,scorpion_sting,1,(Synthetic),1
scorpio the scorpion sting on foot intense pain and swelling,scorpion_sting,1,(Synthetic),1
scorpion on foot intense pain and,scorpion_sting,1,(Synthetic),1
sting on foot intense pain and swelling,scorpion_sting,1,(Synthetic),1
scorpion sting on foot intense pain and gibbousness,scorpion_sting,1,(Synthetic),1
scorpion sting on foot intense pain and swelling,scorpion_sting,1,(Synthetic),1
stubbed finger swelling,fractures,0.0,https://www.nhs.uk,0.0
swelling finger no stubbed,fractures,0.0,https://www.nhs.uk,0.0
stubbed finger no swelling,fractures,0.0,https://www.nhs.uk,0.0
fingerbreadth stubbed finger no swelling,fractures,0.0,https://www.nhs.uk,0.0
stubbed finger no bump,fractures,0.0,https://www.nhs.uk,0.0
stubbed swelling no finger,fractures,0.0,https://www.nhs.uk,0.0
stubbed finger no puffiness,fractures,0.0,https://www.nhs.uk,0.0
stubbed finger no gibbosity,fractures,0.0,https://www.nhs.uk,0.0
stubbed finger no excrescence swelling,fractures,0.0,https://www.nhs.uk,0.0
rescue not breathing newborn breaths given,cpr,1.0,https://www.redcross.org,0.0
newborn not breathing rescue intimation given,cpr,1.0,https://www.redcross.org,0.0
newborn infant not breathing rescue breaths given,cpr,1.0,https://www.redcross.org,0.0
newborn not breathing rescue breaths given,cpr,1.0,https://www.redcross.org,0.0
newborn not breathing rescue breaths move over,cpr,1.0,https://www.redcross.org,0.0
given not breathing rescue breaths newborn,cpr,1.0,https://www.redcross.org,0.0
newborn not breathing rescue breaths,cpr,1.0,https://www.redcross.org,0.0
newborn not breathing hand rescue breaths given,cpr,1.0,https://www.redcross.org,0.0
newborn not breathing rescue breaths newborn baby given,cpr,1.0,https://www.redcross.org,0.0
cat licked arabian tea hand no scratch,rabies,0.0,(Synthetic),1.0
cat licked scratch no hand,rabies,0.0,(Synthetic),1.0
cat dent licked hand no scratch,rabies,0.0,(Synthetic),1.0
hand licked cat no scratch,rabies,0.0,(Synthetic),1.0
cat work hand no scratch,rabies,0.0,(Synthetic),1.0
cat licked hand no scratch,rabies,0.0,(Synthetic),1.0
cat licked pass on no scratch,rabies,0.0,(Synthetic),1.0
cat licked hand scratch no,rabies,0.0,(Synthetic),1.0
cat licked hand no arabian tea scratch,rabies,0.0,(Synthetic),1.0
blood donor fainted pale but succus alert after juice,fainting,0.0,https://www.redcrossblood.org,0.0
parentage donor fainted pale but alert after juice,fainting,0.0,https://www.redcrossblood.org,0.0
blood juice fainted pale but alert after donor,fainting,0.0,https://www.redcrossblood.org,0.0
blood donor fainted pale but alert after juice,fainting,0.0,https://www.redcrossblood.org,0.0
blood donor fainted pale but alert merely after juice,fainting,0.0,https://www.redcrossblood.org,0.0
blood alert fainted pale but donor after juice,fainting,0.0,https://www.redcrossblood.org,0.0
donor fainted pale but alert after juice,fainting,0.0,https://www.redcrossblood.org,0.0
blood donor fainted afterward pale but alert after juice,fainting,0.0,https://www.redcrossblood.org,0.0
pale donor fainted blood but alert after juice,fainting,0.0,https://www.redcrossblood.org,0.0
ice fishing accident submerged in immobilize water not breathing,drowning,1.0,(Synthetic),1.0
ice fishing accident submerged in freezing water breathing not,drowning,1.0,(Synthetic),1.0
ice fishing accident submerged in freezing water stroke not breathing,drowning,1.0,(Synthetic),1.0
ice fishing accident submerged rest in freezing water not breathing,drowning,1.0,(Synthetic),1.0
water fishing accident submerged in freezing ice not breathing,drowning,1.0,(Synthetic),1.0
ice fishing accident submerged in freezing weewee not breathing,drowning,1.0,(Synthetic),1.0
ice fishing accident submerged water freezing in not breathing,drowning,1.0,(Synthetic),1.0
fishing accident submerged in freezing water not breathing,drowning,1.0,(Synthetic),1.0
ice fishing accident submerged in freezing water not breathing,drowning,1.0,(Synthetic),1.0
ice fishing accident submerged freeze out in freezing water not breathing,drowning,1.0,(Synthetic),1.0
elderly man fainted while standing possible head piece injury from fall,fainting,1.0,(Synthetic),1.0
elderly man while fainted standing possible head injury from fall,fainting,1.0,(Synthetic),1.0
elderly humankind fainted while standing possible head injury from fall,fainting,1.0,(Synthetic),1.0
elderly man fainted while head injury from fall,fainting,1.0,(Synthetic),1.0
elderly man fainted while standing possible head injury fall,fainting,1.0,(Synthetic),1.0
elderly man fainted while standing possible maneuver head injury from fall,fainting,1.0,(Synthetic),1.0
elderly man fainted while standing possible fall injury from head,fainting,1.0,(Synthetic),1.0
possible man fainted while standing elderly head injury from fall,fainting,1.0,(Synthetic),1.0
elderly man fainted while standing possible head injury from pass,fainting,1.0,(Synthetic),1.0
piece elderly man fainted while standing possible head injury from fall,fainting,1.0,(Synthetic),1.0
elderly man fainted while standing possible head injury from fall,fainting,1.0,(Synthetic),1.0
pool water in nose discomfort temporary,drowning,0.0,(Synthetic),1.0
pool water poke in nose temporary discomfort,drowning,0.0,(Synthetic),1.0
pool water in nose temporary worker discomfort,drowning,0.0,(Synthetic),1.0
pool water nose temporary discomfort,drowning,0.0,(Synthetic),1.0
pool water discomfort nose temporary in,drowning,0.0,(Synthetic),1.0
pool nose temporary discomfort,drowning,0.0,(Synthetic),1.0
